,Id,Price,Year_model,Mileage,Make
299618,301312,26288,2013,53507,Ram
840382,845749,38991,2015,10634,INFINITI
731500,736867,38995,2014,37781,GMC
1180306,1196965,38875,2017,3750,Toyota
1010525,1015893,9788,2014,83500,Nissan
1021695,1027063,14500,2014,29451,Nissan
671459,676826,26856,2016,28053,Ford
632341,637708,17922,2012,33499,Ford
873720,879087,20577,2016,10321,Jeep
845954,851321,16891,2016,3889,Jeep
984637,990005,40900,2015,30751,Mercedes-Benz
105878,105879,27805,2014,60450,Chevrolet
810740,816107,8500,2012,62391,Hyundai
82585,82586,24500,2016,9470,Dodge
609231,614598,17797,2017,31405,Ford
526878,532245,33678,2014,70044,Chevrolet
891944,897311,17200,2017,20692,Kia
696643,702010,35995,2016,28728,Ford
718766,724133,25295,2014,32466,GMC
1023218,1028586,9490,2010,97194,Nissan
665656,671023,16395,2007,105906,Ford
524026,529393,26988,2013,31142,Chevrolet
1113528,1128657,11965,2015,47811,Toyota
585289,590656,21995,2013,49109,Dodge
945136,950504,28995,2015,29798,Lincoln
723042,728409,30997,2016,19660,GMC
745269,750636,11995,2014,59370,Honda
900164,905531,16872,2016,43445,Kia
1028650,1034018,16295,2017,20844,Nissan
271735,271736,11991,2014,79638,Nissan
642764,648131,17195,2010,51784,Ford
459303,464670,17902,2017,13925,Chevrolet
266571,266572,14725,2016,29095,Nissan
872239,877606,24799,2013,51590,Jeep
716557,721924,16500,2007,129171,GMC
93801,93802,48488,2015,32352,Chevrolet
357596,362962,11995,2010,73000,Volkswagen
372911,378278,27949,2016,20520,Honda
177539,177540,34995,2017,10554,Audi
216561,216562,19990,2008,109730,Jeep
886840,892207,30950,2015,32407,Jeep
37269,37270,27500,2014,58884,Ford
522670,528037,28788,2013,104746,Chevrolet
513884,519251,13495,2004,47749,Chevrolet
1162280,1178459,5991,2008,150101,Toyota
570628,575995,17991,2016,31142,Dodge
295754,295755,5113,2008,116841,Pontiac
144781,144782,29000,2016,35518,Buick
400154,405521,13805,2006,122158,INFINITI
600399,605766,15932,2015,26658,Ford
1155310,1170947,24990,2014,23810,Toyota
877909,883276,28499,2015,35070,Jeep
970384,975752,28628,2014,30894,Mercedes-Benz
505704,511071,32859,2016,14228,Chevrolet
274006,274007,9998,2014,71050,Nissan
201244,201245,8000,2006,113492,Acura
783198,788565,27975,2015,34638,Honda
615326,620693,16995,2014,46800,Ford
739686,745053,8750,2012,43105,Honda
1062082,1067450,8000,2007,166974,Nissan
937052,942419,33880,2015,29803,Lexus
390106,395473,12995,2015,65792,Hyundai
1098565,1113694,24584,2017,2799,Subaru
282896,282897,14922,2015,47576,Nissan
1087611,1102740,3999,2003,117100,Saab
946729,952097,25999,2014,50732,Lincoln
84448,84449,17998,2014,37690,Chrysler
623284,628651,17490,2015,45843,Ford
713264,718631,17993,2014,58922,GMC
81099,81100,14999,2015,38291,Dodge
227773,227774,14997,2012,72541,Kia
471770,477137,18000,2017,42246,Chevrolet
267375,267376,16977,2016,9517,Nissan
445246,450613,19484,2017,101,Chevrolet
587822,593189,32700,2017,24327,Dodge
751123,756490,15300,2014,37847,Honda
800491,805858,9990,2013,57412,Hyundai
264276,264277,10977,2012,64972,Mitsubishi
281749,281750,18951,2016,39575,Nissan
644900,650267,10995,2006,68234,Ford
117175,117176,4299,2008,69550,Chevrolet
1055035,1060403,12455,2010,93539,Nissan
61855,61856,7777,2012,56263,Ford
1039926,1045294,20491,2016,17514,Nissan
367959,373326,18900,2016,22500,Honda
802566,807933,13988,2016,37673,Hyundai
1170048,1186594,31900,2015,39213,Toyota
60162,60163,15988,2014,55186,Ford
427287,432654,27384,2014,17124,Cadillac
130282,130283,13995,2013,51435,Chevrolet
256284,256285,40940,2017,8000,Mercedes-Benz
886049,891416,18995,2007,114032,Jeep
766947,772314,22993,2016,19848,Honda
990405,995773,61325,2017,9917,Mercedes-Benz
1047893,1053261,15990,2014,86925,Nissan
856134,861501,22500,2015,28282,Jeep
526077,531444,12991,2003,130707,Chevrolet
1087706,1102835,9995,2008,69521,Saab
33474,33475,6766,2006,243327,Ford
786854,792221,3995,2005,260810,Honda
450095,455462,14987,2014,37165,Chevrolet
1057521,1062889,15988,2013,44102,Nissan
1203313,1220101,20995,2017,10353,Volkswagen
150696,150697,35995,2014,28453,BMW
681463,686830,23495,2014,52429,Ford
6919,6920,13640,2014,31635,Honda
702510,707877,32950,2015,37020,Ford
11933,11934,20000,2011,97748,GMC
1152945,1168393,11895,2010,98470,Toyota
213617,213618,31799,2016,8877,Jeep
451753,457120,16497,2017,12678,Chevrolet
1098881,1114010,24400,2017,7455,Subaru
54533,54534,9978,2010,90462,Ford
86019,86020,22485,2016,17691,Chrysler
1057297,1062665,23718,2016,22618,Nissan
533171,538538,49995,2017,17249,Chevrolet
79413,79414,15891,2014,27061,Dodge
70636,70637,8995,2004,123679,Dodge
762383,767750,22939,2016,22947,Honda
621279,626646,9250,2014,114940,Ford
79774,79775,20000,2016,34939,Dodge
169926,169927,10499,2010,105046,BMW
98396,98397,40385,2015,52640,Chevrolet
233449,233450,16500,2014,47496,Lexus
556117,561484,13395,2009,101499,Chrysler
1049273,1054641,21900,2014,36125,Nissan
258719,258720,37600,2014,29417,Mercedes-Benz
336413,341071,13499,2011,130902,Toyota
1065152,1070520,35998,2017,48,Nissan
796785,802152,12990,2017,20528,Hyundai
1005877,1011245,12500,2016,51860,Nissan
1043074,1048442,2295,2003,158370,Nissan
598749,604116,11380,2014,34277,Ford
1126639,1141768,14598,2014,44994,Toyota
455485,460852,7995,2013,122622,Chevrolet
831675,837042,12695,2005,35725,INFINITI
1062416,1067784,20999,2014,24942,Nissan
409142,414509,18930,2014,30135,Buick
397917,403284,23494,2015,31750,INFINITI
1099644,1114773,19821,2013,38349,Subaru
518229,523596,29998,2015,74052,Chevrolet
1139928,1155058,11995,2013,54080,Toyota
1125697,1140826,13750,2014,51618,Toyota
436948,442315,11988,2015,57003,Chevrolet
540450,545817,63206,2017,3389,Chevrolet
301268,304526,42000,2016,15282,Ram
454007,459374,16841,2016,37957,Chevrolet
339387,344451,9995,2005,188235,Toyota
947041,952409,33855,2016,11462,Lincoln
966574,971942,16195,2009,51249,Mercedes-Benz
1155135,1170766,20881,2015,57648,Toyota
450242,455609,10777,2012,80995,Chevrolet
1154429,1169994,6788,2003,127285,Toyota
305232,309282,7495,2009,78526,Subaru
801992,807359,15822,2015,24850,Hyundai
435269,440636,65400,2015,40020,Cadillac
252713,252714,23775,2014,36255,Mercedes-Benz
34670,34671,31999,2016,40008,Ford
791644,797011,23976,2007,90828,HUMMER
934546,939913,27995,2013,56117,Lexus
325508,329558,18650,2015,27415,Toyota
304504,308554,14994,2014,21833,Subaru
283179,283180,13985,2016,12259,Nissan
366616,371983,18735,2014,26092,Honda
284760,284761,20980,2015,31262,Nissan
486819,492186,25000,2017,20856,Chevrolet
485820,491187,10805,2003,114507,Chevrolet
437775,443142,16900,2017,25770,Chevrolet
585587,590954,7750,2007,248002,Dodge
114581,114582,21988,2015,39552,Chevrolet
484380,489747,12495,2010,89823,Chevrolet
496154,501521,24599,2011,32011,Chevrolet
498680,504047,8400,2005,152664,Chevrolet
339269,344324,15950,2006,95357,Toyota
1100353,1115482,23877,2016,20022,Subaru
444393,449760,13000,2014,27890,Chevrolet
1047949,1053317,23340,2015,18193,Nissan
445437,450804,11774,2014,32355,Chevrolet
612342,617709,11684,2014,61208,Ford
990290,995658,65410,2014,10392,Mercedes-Benz
825773,831140,12000,2013,38560,Hyundai
788108,793475,29000,2015,66944,Honda
452620,457987,14988,2014,33410,Chevrolet
621725,627092,19500,2016,23703,Ford
303047,307097,11499,2014,51295,Scion
1208329,1225121,8895,2013,58372,Volkswagen
834047,839414,27995,2015,16375,INFINITI
296263,296264,2495,2002,144206,Pontiac
366673,372040,17600,2014,34742,Honda
809345,814712,10462,2014,34074,Hyundai
742221,747588,12750,2014,33501,Honda
92526,92527,62999,2017,5974,Chevrolet
12256,12257,17095,2011,108569,GMC
460128,465495,15809,2015,21390,Chevrolet
849116,854483,7990,2011,105500,Jeep
792989,798356,12987,2016,41003,Hyundai
1016265,1021633,15000,2015,38460,Nissan
584088,589455,12995,2009,181289,Dodge
346205,351481,29994,2014,13756,Toyota
268533,268534,14488,2015,27290,Nissan
433966,439333,57777,2017,6338,Cadillac
796459,801826,14891,2015,20943,Hyundai
314056,318106,14000,2015,22068,Toyota
1112893,1128022,18300,2017,1877,Toyota
329292,333346,17477,2015,61521,Toyota
154244,154245,35995,2014,44678,BMW
361822,367189,7619,2008,91267,Honda
464523,469890,10000,2011,117606,Chevrolet
903274,908641,19250,2015,22487,Kia
88939,88940,8888,2010,33912,Chrysler
498441,503808,9950,2006,112232,Chevrolet
918110,923477,24950,2010,59417,Land
1085762,1099471,48708,2017,17333,Ram
929433,934800,36735,2016,17363,Lexus
570983,576350,14940,2014,42194,Dodge
1167070,1183529,16200,2007,116851,Toyota
313250,317300,13445,2016,28791,Toyota
693671,699038,42994,2017,12401,Ford
850762,856129,15000,2015,14556,Jeep
1072711,1078079,24777,2011,61363,Porsche
304277,308327,8990,2015,212,smart
367728,373095,20491,2014,14178,Honda
751600,756967,16000,2015,24285,Honda
669451,674818,9823,2007,109745,Ford
449922,455289,12394,2015,48555,Chevrolet
951219,956587,17600,2016,4959,Mazda
18926,18927,10900,2011,88688,GMC
944678,950046,10992,2007,102736,Lincoln
629803,635170,15900,2014,52786,Ford
57148,57149,17875,2016,29893,Ford
521973,527340,38798,2015,35173,Chevrolet
768875,774242,11961,2011,103782,Honda
305413,309463,14500,2014,54037,Subaru
915375,920742,15900,2017,3243,Kia
856506,861873,16488,2016,45413,Jeep
940456,945824,40950,2014,18841,Lexus
392271,397638,18959,2014,39969,Hyundai
1189836,1206624,13990,2016,7505,Volkswagen
807896,813263,15888,2014,53326,Hyundai
242003,242004,18291,2013,36726,Lincoln
751518,756885,13990,2015,30250,Honda
857359,862726,19985,2017,19851,Jeep
733571,738938,38997,2015,54774,GMC
156219,156220,28997,2014,25408,BMW
1170145,1186694,11276,2004,144714,Toyota
158324,158325,16141,2009,96378,BMW
131107,131108,10995,2014,54074,Chevrolet
1108371,1123500,26500,2016,27463,Subaru
647590,652957,15900,2007,59019,Ford
1065299,1070667,17998,2015,39002,Nissan
129623,129624,13890,2016,40415,Chevrolet
425024,430391,25900,2013,12193,Cadillac
14939,14940,7950,2002,129167,GMC
639126,644493,11499,2006,74078,Ford
1158602,1174489,26993,2014,18930,Toyota
1016290,1021658,10587,2013,84301,Nissan
1021655,1027023,16850,2015,32067,Nissan
1117445,1132574,18211,2017,7866,Toyota
613429,618796,14989,2016,30382,Ford
272769,272770,15500,2016,40715,Nissan
513265,518632,14939,2007,120849,Chevrolet
324500,328550,17593,2015,23018,Toyota
285578,285579,16451,2016,24534,Nissan
85792,85793,23374,2015,19974,Chrysler
11265,11266,44991,2016,8716,GMC
1182511,1199201,24000,2015,38995,Toyota
19215,19216,23230,2017,33928,GMC
33702,33703,31200,2014,23906,Ford
970485,975853,25991,2014,53244,Mercedes-Benz
1007269,1012637,13785,2016,10742,Nissan
600818,606185,10450,2016,38341,Ford
594792,600159,8500,2008,65046,Ford
48830,48831,9995,2009,142640,Ford
1008792,1014160,14650,2015,23600,Nissan
226577,226578,10895,2013,60892,Kia
1203504,1220292,13990,2012,55149,Volkswagen
604134,609501,7900,2014,69086,Ford
215876,215877,28625,2013,102544,Jeep
604255,609622,11855,2014,30787,Ford
102693,102694,5980,2007,95637,Chevrolet
261801,261802,9495,2007,16260,Mercury
1213257,1230050,19736,2012,72139,Volvo
86011,86012,19710,2016,50273,Chrysler
502987,508354,7388,2008,60974,Chevrolet
100224,100225,37574,2016,28553,Chevrolet
482333,487700,23700,2017,25167,Chevrolet
1052364,1057732,15500,2013,50191,Nissan
315386,319436,16999,2016,18291,Toyota
1213548,1230341,3495,2002,115124,Volvo
240267,240268,44995,2017,15128,Lexus
208358,208359,21500,2011,55369,Jeep
795788,801155,14500,2017,16804,Hyundai
1071807,1077175,12999,2005,95193,Pontiac
30470,30471,27000,2015,104868,Ford
100523,100524,22969,2007,79847,Chevrolet
2173,2174,7791,2008,70829,Honda
633459,638826,23700,2017,17170,Ford
532327,537694,21995,2011,105780,Chevrolet
684921,690288,18490,2014,167665,Ford
900550,905917,5998,2011,68709,Kia
794440,799807,15700,2017,17832,Hyundai
1017433,1022801,13887,2015,28437,Nissan
589219,594586,2197,2001,262985,Dodge
631195,636562,20491,2014,15276,Ford
631574,636941,18888,2015,32041,Ford
1206441,1223230,11995,2013,35962,Volkswagen
418846,424213,32230,2017,24819,Buick
1088316,1103445,3450,2006,151681,Saturn
596823,602190,10000,2016,42804,Ford
961791,967159,9326,2008,106737,Mazda
368494,373861,13500,2010,69372,Honda
823258,828625,7980,2011,112800,Hyundai
952313,957681,6995,2010,88799,Mazda
268769,268770,10991,2015,37111,Nissan
365276,370643,19990,2017,1240,Honda
1167270,1183740,25300,2013,78865,Toyota
265853,265854,9787,2017,113,Nissan
369026,374393,19997,2015,36162,Honda
1096984,1112113,20991,2015,15537,Subaru
774008,779375,22822,2015,51802,Honda
694607,699974,7995,2004,142756,Ford
104962,104963,29991,2014,43101,Chevrolet
1050463,1055831,23774,2016,41479,Nissan
599698,605065,14900,2014,24546,Ford
87907,87908,14995,2011,97547,Chrysler
76524,76525,7550,2007,71260,Dodge
1106133,1121262,6995,2011,252973,Subaru
961113,966481,7900,2010,84013,Mazda
498936,504303,21600,2013,104893,Chevrolet
41942,41943,17975,2010,95559,Ford
286850,286851,21998,2014,29800,Nissan
772823,778190,13335,2007,60854,Honda
1128799,1143928,20700,2017,7061,Toyota
1024704,1030072,14995,2015,34429,Nissan
419149,424516,35977,2017,11439,Buick
930364,935731,11975,2007,105082,Lexus
675198,680565,31900,2015,24889,Ford
755112,760479,17840,2015,43488,Honda
143401,143402,5895,2006,112944,Cadillac
525292,530659,32495,2012,26459,Chevrolet
431419,436786,41500,2017,15416,Cadillac
616730,622097,10895,2012,98654,Ford
427158,432525,27777,2015,52889,Cadillac
826162,831529,16000,2014,33567,Hyundai
479295,484662,18950,2015,51150,Chevrolet
848559,853926,19999,2014,10809,Jeep
1195624,1212412,14884,2014,44331,Volkswagen
642334,647701,16500,2012,91753,Ford
743263,748630,10990,2014,61579,Honda
608218,613585,17999,2016,17405,Ford
1042886,1048254,11995,2013,103845,Nissan
373418,378785,15926,2011,94942,Honda
351206,356571,12500,2015,57260,Volkswagen
1211246,1228039,20980,2015,18895,Volvo
358306,363672,17300,2014,28488,Volkswagen
118183,118184,20648,2014,23472,Chevrolet
179028,179029,18963,2013,54784,Audi
14868,14869,7995,2004,203199,GMC
884423,889790,28999,2015,37001,Jeep
233471,233472,11950,2008,94265,Lexus
120825,120826,22500,2015,26426,Chevrolet
540539,545906,86980,2017,879,Chevrolet
922941,928308,9995,2007,122000,Lexus
895824,901191,16995,2015,30062,Kia
888394,893761,7995,2013,40000,Kia
1146495,1161686,9597,2006,107399,Toyota
1204254,1221042,14499,2012,58938,Volkswagen
826090,831457,10990,2013,61931,Hyundai
1031516,1036884,6495,2004,101100,Nissan
1085493,1098991,19499,2012,104437,Ram
818630,823997,15544,2014,58966,Hyundai
170767,170768,8995,2009,140116,BMW
417576,422943,30300,2017,34523,Buick
1041857,1047225,18994,2015,39818,Nissan
766810,772177,24200,2017,4924,Honda
427681,433048,28995,2015,35204,Cadillac
277226,277227,19999,2016,38001,Nissan
1058299,1063667,9099,2007,56089,Nissan
339380,344444,27998,2014,42918,Toyota
779620,784987,15800,2015,43010,Honda
384002,389369,11288,2014,64369,Hyundai
354483,359848,16491,2016,28700,Volkswagen
417599,422966,27777,2016,36958,Buick
453057,458424,15488,2016,33473,Chevrolet
831407,836774,9750,2008,107873,INFINITI
368346,373713,14442,2013,79864,Honda
509164,514531,15995,2008,130618,Chevrolet
307269,311319,21990,2015,28198,Subaru
493947,499314,21981,2012,82466,Chevrolet
378125,383492,34998,2016,21221,Honda
875937,881304,37897,2017,7619,Jeep
904132,909499,14900,2016,18263,Kia
407269,412636,15849,2015,41724,Jeep
58024,58025,6000,2010,101227,Ford
648213,653580,19791,2013,72680,Ford
332182,336309,10495,2009,81693,Toyota
1012582,1017950,11395,2015,35969,Nissan
1207338,1224130,10795,2008,104401,Volkswagen
170816,170817,10500,2006,86891,BMW
763449,768816,16950,2013,35314,Honda
1020865,1026233,11115,2013,93905,Nissan
229377,229378,10987,2013,61775,Kia
1154385,1169949,15194,2014,35828,Toyota
566258,571625,15922,2014,30955,Dodge
135861,135862,13897,2017,37665,Chevrolet
197369,197370,28990,2014,21047,Audi
1093586,1108715,9495,2012,124170,Subaru
804668,810035,12929,2015,56673,Hyundai
932071,937438,26599,2013,50667,Lexus
533663,539030,45884,2015,51918,Chevrolet
73773,73774,8999,2002,125294,Dodge
511367,516734,31368,2016,27695,Chevrolet
1108467,1123596,29937,2015,37485,Subaru
794451,799818,12300,2017,38295,Hyundai
47258,47259,20998,2013,41789,Ford
482576,487943,6998,2006,112236,Chevrolet
532778,538145,42988,2015,66459,Chevrolet
198449,198450,30294,2015,9508,Audi
1117190,1132319,10476,2013,68416,Toyota
1078989,1086656,29976,2017,19221,Ram
922930,928297,23995,2015,18601,Lexus
306790,310840,17900,2013,36360,Subaru
885515,890882,43900,2017,999,Jeep
464556,469923,11877,2015,29734,Chevrolet
329756,333816,19975,2015,36057,Toyota
1031478,1036846,19894,2016,3521,Nissan
741515,746882,14750,2016,22052,Honda
697798,703165,45697,2017,18733,Ford
488723,494090,8495,2007,80528,Chevrolet
1116213,1131342,18445,2018,27,Toyota
924649,930016,26500,2014,31432,Lexus
458418,463785,14815,2015,47688,Chevrolet
215511,215512,38200,2017,13930,Jeep
962232,967600,21900,2014,33578,Mazda
230954,230955,5999,2008,110278,Land
356218,361583,14395,2013,48513,Volkswagen
220078,220079,18077,2017,17765,Kia
727001,732368,21588,2011,128673,GMC
1001391,1006759,14750,2017,3158,Nissan
152230,152231,56900,2017,5313,BMW
609042,614409,13989,2014,21738,Ford
1147278,1162480,15991,2014,20987,Toyota
96839,96840,16999,2007,81986,Chevrolet
749570,754937,14000,2015,36908,Honda
737874,743241,56000,2015,25479,GMC
816810,822177,14890,2013,72003,Hyundai
848307,853674,15500,2014,49091,Jeep
812301,817668,8950,2012,101934,Hyundai
85599,85600,19875,2010,154718,Chrysler
807935,813302,8895,2016,41835,Hyundai
325069,329119,12998,2011,52028,Toyota
76646,76647,11495,2014,103263,Dodge
349548,354913,12880,2014,25450,Volkswagen
1078311,1085406,15972,2011,76588,Ram
706950,712317,42890,2016,20398,Ford
855403,860770,11995,2012,49302,Jeep
220417,220418,13000,2014,48819,Kia
388735,394102,7791,2013,75031,Hyundai
113816,113817,7450,2011,92934,Chevrolet
305879,309929,18997,2016,22025,Subaru
528936,534303,28891,2014,44794,Chevrolet
939676,945044,46997,2017,10728,Lexus
930519,935886,33995,2015,27525,Lexus
969127,974495,25425,2015,41410,Mercedes-Benz
658067,663434,27292,2015,35102,Ford
9424,9425,40989,2015,31520,GMC
1037045,1042413,5995,2009,99034,Nissan
223445,223446,11998,2014,31129,Kia
1114549,1129678,13923,2014,27959,Toyota
368360,373727,19900,2015,20566,Honda
1192316,1209104,13991,2014,18207,Volkswagen
1155616,1171274,17495,2013,95365,Toyota
683258,688625,28000,2016,62705,Ford
607940,613307,15000,2015,57194,Ford
254716,254717,15998,2005,43825,Mercedes-Benz
1109623,1124752,15000,2016,10679,Toyota
629999,635366,21500,2014,12689,Ford
732126,737493,43484,2016,18251,GMC
214500,214501,25495,2012,33349,Jeep
168950,168951,7998,2007,121242,BMW
1047329,1052697,20959,2016,41292,Nissan
534495,539862,32999,2014,72965,Chevrolet
267126,267127,13995,2015,25576,Nissan
596697,602064,9500,2014,21729,Ford
348379,353740,32900,2015,39820,Toyota
531116,536483,37985,2011,32488,Chevrolet
1020096,1025464,17297,2015,21613,Nissan
103022,103023,11950,2007,217745,Chevrolet
1072408,1077776,15395,2008,83368,Porsche
525453,530820,40997,2015,32911,Chevrolet
274651,274652,13888,2015,32368,Nissan
766226,771593,26899,2017,5684,Honda
1191645,1208433,15300,2016,37982,Volkswagen
1030125,1035493,19990,2015,42671,Nissan
454259,459626,17679,2016,5908,Chevrolet
590663,596030,18551,2004,203519,Dodge
344387,349621,28540,2012,46521,Toyota
501932,507299,18991,2012,81641,Chevrolet
148003,148004,20900,2016,1620,Buick
1158142,1173988,28822,2016,13549,Toyota
531622,536989,32999,2016,35406,Chevrolet
1069463,1074831,23608,2014,61990,Nissan
659219,664586,18995,2015,12565,Ford
875037,880404,33800,2015,31778,Jeep
405570,410937,7454,2011,142040,Jeep
917730,923097,16500,2008,82500,Land
57499,57500,13999,2013,40132,Ford
963674,969042,34400,2016,22981,Mazda
1162123,1178293,32587,2016,7919,Toyota
681415,686782,35776,2017,15929,Ford
351573,356938,12490,2014,26343,Volkswagen
342127,347328,12990,2007,132458,Toyota
918463,923830,27999,2013,27669,Land
304341,308391,12993,2016,5642,smart
576784,582151,22990,2016,20339,Dodge
439214,444581,16900,2017,28675,Chevrolet
307562,311612,11995,2011,102142,Subaru
1137014,1152143,18766,2015,32884,Toyota
885018,890385,15900,2007,117220,Jeep
861492,866859,21490,2016,40629,Jeep
8795,8796,49497,2016,21915,GMC
346739,352037,40998,2016,17571,Toyota
426678,432045,26000,2015,51437,Cadillac
178461,178462,19995,2013,61926,Audi
256578,256579,36209,2017,4040,Mercedes-Benz
1106627,1121756,6999,2008,175664,Subaru
794608,799975,15700,2017,18362,Hyundai
455050,460417,16038,2015,59607,Chevrolet
835080,840447,28495,2014,23487,INFINITI
770851,776218,15998,2013,71763,Honda
1033882,1039250,23900,2016,12100,Nissan
885267,890634,43428,2014,52166,Jeep
1149733,1165005,14995,2013,116320,Toyota
1210820,1227613,10999,2010,34728,Volvo
270134,270135,11800,2015,62169,Nissan
997604,1002972,13995,2014,36941,Mitsubishi
912656,918023,23434,2017,14349,Kia
560549,565916,11400,2016,34309,Dodge
113686,113687,11595,2010,88481,Chevrolet
984588,989956,39999,2014,25750,Mercedes-Benz
819880,825247,15000,2013,61092,Hyundai
994627,999995,7200,2009,75792,MINI
699805,705172,48500,2017,1917,Ford
996397,1001765,17899,2014,25831,MINI
236622,236623,9987,2005,129133,Lexus
872738,878105,20900,2006,58821,Jeep
415334,420701,19991,2014,106006,Buick
280372,280373,24990,2016,4617,Nissan
303685,307735,13294,2015,43389,Scion
115382,115383,17900,2014,60898,Chevrolet
271751,271752,14990,2015,32281,Nissan
198787,198788,31800,2017,13359,Audi
180027,180028,5990,2006,105099,Audi
1155521,1171174,27793,2017,1376,Toyota
1063888,1069256,14995,2013,93602,Nissan
121234,121235,6478,2008,87795,Chevrolet
1118149,1133278,19068,2017,17841,Toyota
310212,314262,22995,2015,46185,Subaru
240860,240861,42888,2015,40000,Lexus
1131134,1146263,7495,2010,120212,Toyota
461641,467008,6995,2014,59969,Chevrolet
723666,729033,13996,2007,144000,GMC
226257,226258,19799,2017,44791,Kia
264034,264035,10799,2013,49570,Mitsubishi
636924,642291,25000,2016,5279,Ford
599658,605025,8988,2014,28792,Ford
1028774,1034142,20000,2016,42096,Nissan
333944,338223,15300,2015,21285,Toyota
772983,778350,7889,2009,123398,Honda
1097115,1112244,6100,2006,96055,Subaru
1019335,1024703,8995,2014,81360,Nissan
1069998,1075366,29950,2016,1772,Nissan
592363,597730,49000,2003,3541,Dodge
449871,455238,11000,2011,29649,Chevrolet
238233,238234,32884,2015,31176,Lexus
653043,658410,24480,2015,40507,Ford
826609,831976,7997,2015,55422,Hyundai
708842,714209,17626,2015,22668,GMC
501385,506752,4215,1999,202210,Chevrolet
388453,393820,4991,2009,74625,Hyundai
1068761,1074129,39895,2017,19563,Nissan
784870,790237,29950,2015,34320,Honda
208307,208308,3988,2003,169068,Jeep
977399,982767,28999,2015,24455,Mercedes-Benz
926847,932214,5980,2002,146361,Lexus
118501,118502,18288,2015,49419,Chevrolet
829341,834708,28595,2014,30602,Hyundai
500916,506283,26946,2014,59627,Chevrolet
334782,339184,19911,2015,14451,Toyota
476755,482122,18987,2014,45383,Chevrolet
1199375,1216163,19236,2015,19705,Volkswagen
1164149,1180469,31995,2017,11687,Toyota
840789,846156,43269,2017,10786,INFINITI
268050,268051,17998,2017,2145,Nissan
852498,857865,15000,2015,22684,Jeep
1056088,1061456,13498,2014,52730,Nissan
531809,537176,18980,2005,158000,Chevrolet
371744,377111,19922,2016,7433,Honda
1031587,1036955,7490,2009,60560,Nissan
1058475,1063843,16590,2013,47235,Nissan
78847,78848,15997,2015,43512,Dodge
87030,87031,18495,2016,38550,Chrysler
155804,155805,5000,2002,171817,BMW
103837,103838,16995,2007,61763,Chevrolet
427926,433293,30489,2015,32109,Cadillac
73033,73034,9990,2012,76595,Dodge
764003,769370,13430,2014,87421,Honda
311596,315646,18746,2014,40828,Subaru
888376,893743,12997,2017,16104,Kia
926697,932064,27498,2015,44417,Lexus
325490,329540,6984,2010,77466,Toyota
450508,455875,15500,2015,43494,Chevrolet
45554,45555,8995,2011,119134,Ford
1010996,1016364,11500,2016,39378,Nissan
1027014,1032382,8988,2009,89480,Nissan
297070,297071,47760,2015,33455,Porsche
498164,503531,3699,2002,175000,Chevrolet
605609,610976,6995,2012,46601,Ford
760301,765668,17900,2014,52051,Honda
1211544,1228337,7697,2007,78161,Volvo
1213129,1229922,30512,2017,1909,Volvo
15600,15601,25410,2015,56329,GMC
400728,406095,25500,2013,54776,INFINITI
361121,366488,19990,2015,29730,Honda
829802,835169,30900,2014,19346,Hyundai
345139,350387,31250,2015,65626,Toyota
893805,899172,14995,2013,25043,Kia
1147932,1163147,7495,2007,122602,Toyota
1104553,1119682,13397,2009,122678,Subaru
1095638,1110767,20495,2016,32768,Subaru
217699,217700,13781,2017,31991,Kia
1184375,1201112,8999,2005,190597,Toyota
1043419,1048787,15765,2008,49905,Nissan
951480,956848,14197,2015,28535,Mazda
829245,834612,7797,2008,138455,Hyundai
122652,122653,17695,2013,65828,Chevrolet
296367,296368,24594,2007,36661,Porsche
528732,534099,13995,2008,165463,Chevrolet
950234,955602,82395,2017,4752,Maserati
859496,864863,6995,2006,110179,Jeep
416622,421989,17990,2017,22109,Buick
200527,200528,36957,2015,24237,Acura
436223,441590,10996,2015,20964,Chevrolet
995996,1001364,9295,2012,134259,MINI
325920,329970,21400,2017,13067,Toyota
731726,737093,35991,2013,59103,GMC
720382,725749,30991,2017,24295,GMC
355159,360524,6499,2008,108295,Volkswagen
397936,403303,24876,2015,30164,INFINITI
468454,473821,25573,2016,5152,Chevrolet
825784,831151,22491,2014,35959,Hyundai
977659,983027,41800,2017,5258,Mercedes-Benz
718247,723614,24994,2015,41001,GMC
186696,186697,24900,2014,51325,BMW
538969,544336,55990,2017,3522,Chevrolet
909140,914507,22999,2017,15071,Kia
333191,337387,23995,2015,38069,Toyota
741760,747127,13256,2014,36865,Honda
192201,192202,12490,2009,80412,BMW
322489,326539,15500,2014,57523,Toyota
62338,62339,11995,2014,33735,Ford
823640,829007,16795,2013,61133,Hyundai
609295,614662,9132,2013,67395,Ford
731599,736966,40900,2015,33482,GMC
294007,294008,4888,2005,121375,Nissan
10310,10311,6500,2008,200339,GMC
302828,306878,3984,2003,167735,Saturn
886522,891889,44995,2016,14460,Jeep
204746,204747,25485,2017,1598,Acura
899085,904452,12981,2015,13141,Kia
518444,523811,34951,2014,47677,Chevrolet
553640,559007,18999,2014,44435,Chrysler
690259,695626,33999,2017,47977,Ford
615642,621009,8977,2012,125581,Ford
752973,758340,17988,2015,55282,Honda
597121,602488,13636,2014,40785,Ford
960536,965904,16900,2015,39829,Mazda
898823,904190,14995,2017,673,Kia
